opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00003615,3615.0,ACC000222,Deal 3615,Closed Won,27548.66,100.0,2023-01-13,2021-09-25,Partner Referral,Existing Customer - Downgrade,
OPP00003616,3616.0,ACC000374,Deal 3616,Closed Won,102506.4,100.0,2022-08-13,2022-01-22,Purchased List,Existing Customer - Replacement,42036
OPP00003617,3617.0,ACC000528,Deal 3617,Closed Won,115073.33,100.0,2023-09-04,2021-09-17,Partner Referral,Existing Customer - Upgrade,
OPP00003618,3618.0,ACC000653,Deal 3618,Closed Won,68708.93,100.0,2024-01-31,2023-06-17,Other,Existing Customer - Upgrade,516
OPP00003619,3619.0,ACC000370,Deal 3619,Closed Won,177310.38,100.0,2024-05-29,2022-01-15,Partner Referral,Existing Customer - Downgrade,395
OPP00003620,3620.0,ACC000047,Deal 3620,Closed Won,82079.32,100.0,2022-07-23,2021-09-05,Purchased List,Existing Customer - Replacement,
OPP00003621,3621.0,ACC000159,Deal 3621,Closed Won,13552.99,100.0,2024-01-21,2021-09-21,Purchased List,Existing Customer - Downgrade,
OPP00003622,3622.0,ACC000952,Deal 3622,Closed Won,321035.67,100.0,2024-07-05,2023-11-16,Phone Inquiry,Existing Customer - Upgrade,16378
OPP00003623,3623.0,ACC000497,Deal 3623,Closed Won,193584.07,100.0,2023-07-24,2021-10-14,Purchased List,New Customer,
OPP00003624,3624.0,ACC000598,Deal 3624,Closed Won,101159.54,100.0,2024-09-18,2021-12-09,Partner Referral,Existing Customer - Downgrade,
OPP00003625,3625.0,ACC000831,Deal 3625,Closed Won,85976.83,100.0,2022-11-19,2022-04-28,Purchased List,Existing Customer - Replacement,42976
OPP00003626,3626.0,ACC000586,Deal 3626,Closed Won,111364.24,100.0,2022-12-17,2022-01-19,Purchased List,Existing Customer - Upgrade,376
OPP00003627,3627.0,ACC000453,Deal 3627,Closed Won,179396.26,100.0,2024-08-13,2021-12-08,Other,Existing Customer - Upgrade,
OPP00003628,3628.0,ACC000989,Deal 3628,Closed Won,81228.87,100.0,2024-08-07,2021-11-13,Web,New Customer,
OPP00003629,3629.0,ACC000736,Deal 3629,Closed Won,66462.08,100.0,2024-03-04,2021-09-26,Purchased List,Existing Customer - Upgrade,
OPP00003630,3630.0,ACC000371,Deal 3630,Closed Won,75595.11,100.0,2025-02-23,2021-10-31,Partner Referral,Existing Customer - Upgrade,
OPP00003631,3631.0,ACC000177,Deal 3631,Closed Won,117464.17,100.0,2024-03-15,2022-01-22,Purchased List,Existing Customer - Downgrade,86
OPP00003632,3632.0,ACC000388,Deal 3632,Closed Won,143395.67,100.0,2022-05-15,2021-12-05,Partner Referral,Existing Customer - Replacement,
OPP00003633,3633.0,ACC000664,Deal 3633,Closed Won,149152.72,100.0,2022-10-24,2021-11-11,Phone Inquiry,Existing Customer - Downgrade,
OPP00003634,3634.0,ACC000263,Deal 3634,Closed Won,160985.51,100.0,2024-02-27,2021-09-12,Purchased List,Existing Customer - Downgrade,
OPP00003635,3635.0,ACC000249,Deal 3635,Closed Won,157751.2,100.0,2025-03-28,2021-12-08,Purchased List,New Customer,
OPP00003636,3636.0,ACC000187,Deal 3636,Closed Won,160845.48,100.0,2025-07-07,2025-03-17,Web,New Customer,21146
OPP00003637,3637.0,ACC000386,Deal 3637,Closed Won,22271.27,100.0,2022-07-31,2021-10-21,Purchased List,Existing Customer - Replacement,
OPP00003638,3638.0,ACC000834,Deal 3638,Closed Won,171882.71,100.0,2025-12-03,2021-12-14,Phone Inquiry,Existing Customer - Downgrade,
OPP00003639,3639.0,ACC000764,Deal 3639,Closed Won,128255.06,100.0,2022-06-23,2022-04-15,Purchased List,Existing Customer - Downgrade,18185
OPP00003640,3640.0,ACC000507,Deal 3640,Closed Won,15904.76,100.0,2022-03-16,2022-01-03,Partner Referral,Existing Customer - Upgrade,91
OPP00003641,3641.0,ACC000878,Deal 3641,Closed Won,99671.95,100.0,2025-05-05,2024-10-14,Partner Referral,Existing Customer - Downgrade,10921
OPP00003642,3642.0,ACC000467,Deal 3642,Closed Won,97443.71,100.0,2024-09-04,2021-12-08,Other,Existing Customer - Upgrade,
OPP00003643,3643.0,ACC000356,Deal 3643,Closed Won,16423.03,100.0,2024-04-17,2023-12-24,Partner Referral,Existing Customer - Replacement,47461
OPP00003644,3644.0,ACC000494,Deal 3644,Closed Won,240442.54,100.0,2024-05-15,2023-06-15,Phone Inquiry,Existing Customer - Replacement,9036
OPP00003645,3645.0,ACC000399,Deal 3645,Closed Won,176355.71,100.0,2023-02-19,2021-08-17,Purchased List,New Customer,
OPP00003646,3646.0,ACC000117,Deal 3646,Closed Won,285550.56,100.0,2022-06-21,2022-01-04,Purchased List,Existing Customer - Replacement,449
OPP00003647,3647.0,ACC000906,Deal 3647,Closed Won,158245.74,100.0,2022-11-25,2021-10-03,Phone Inquiry,Existing Customer - Upgrade,
OPP00003648,3648.0,ACC000388,Deal 3648,Closed Won,167940.08,100.0,2022-12-22,2022-06-04,Phone Inquiry,Existing Customer - Replacement,17025
OPP00003649,3649.0,ACC000483,Deal 3649,Closed Won,7507.73,100.0,2025-02-07,2024-04-06,Partner Referral,Existing Customer - Replacement,44830
OPP00003650,3650.0,ACC000659,Deal 3650,Closed Won,148408.81,100.0,2024-08-22,2021-08-28,Partner Referral,Existing Customer - Upgrade,
OPP00003651,3651.0,ACC000670,Deal 3651,Closed Won,22701.84,100.0,2024-12-29,2024-04-11,Partner Referral,Existing Customer - Upgrade,18114
OPP00003652,3652.0,ACC000800,Deal 3652,Closed Won,112215.85,100.0,2022-09-09,2021-11-11,Phone Inquiry,Existing Customer - Downgrade,
OPP00003653,3653.0,ACC000037,Deal 3653,Closed Won,82029.78,100.0,2023-05-06,2022-09-10,Purchased List,New Customer,6770
OPP00003654,3654.0,ACC000863,Deal 3654,Closed Won,222192.3,100.0,2023-05-14,2021-11-03,Other,New Customer,
OPP00003655,3655.0,ACC000652,Deal 3655,Closed Won,186446.66,100.0,2022-06-25,2021-10-20,Phone Inquiry,Existing Customer - Replacement,
OPP00003656,3656.0,ACC000666,Deal 3656,Closed Won,138589.56,100.0,2024-05-31,2021-12-19,Other,Existing Customer - Downgrade,
OPP00003657,3657.0,ACC000106,Deal 3657,Closed Won,123631.33,100.0,2025-12-19,2021-09-23,Other,Existing Customer - Replacement,
OPP00003658,3658.0,ACC000036,Deal 3658,Closed Won,92595.03,100.0,2022-08-16,2021-12-25,Purchased List,Existing Customer - Downgrade,
OPP00003659,3659.0,ACC000220,Deal 3659,Closed Won,154374.99,100.0,2022-06-19,2021-11-25,Partner Referral,Existing Customer - Upgrade,
OPP00003660,3660.0,ACC000645,Deal 3660,Closed Won,186981.22,100.0,2023-08-19,2022-12-27,Web,Existing Customer - Downgrade,18326
OPP00003661,3661.0,ACC000088,Deal 3661,Closed Won,119386.06,100.0,2023-12-25,2023-01-10,Phone Inquiry,New Customer,47228
OPP00003662,3662.0,ACC000800,Deal 3662,Closed Won,189033.14,100.0,2022-05-13,2021-10-26,Partner Referral,Existing Customer - Downgrade,
OPP00003663,3663.0,ACC000621,Deal 3663,Closed Won,37392.34,100.0,2025-10-18,2025-04-08,Phone Inquiry,Existing Customer - Replacement,39133
OPP00003664,3664.0,ACC000924,Deal 3664,Closed Won,5943.61,100.0,2024-05-20,2023-08-19,Purchased List,Existing Customer - Replacement,41402
OPP00003665,3665.0,ACC000858,Deal 3665,Closed Won,46894.76,100.0,2025-11-01,2021-09-02,Phone Inquiry,Existing Customer - Upgrade,
OPP00003666,3666.0,ACC000887,Deal 3666,Closed Won,84572.05,100.0,2022-01-19,2021-12-09,Partner Referral,New Customer,
OPP00003667,3667.0,ACC000734,Deal 3667,Closed Won,71971.39,100.0,2022-03-13,2021-11-21,Other,Existing Customer - Replacement,
OPP00003668,3668.0,ACC000887,Deal 3668,Closed Won,135706.27,100.0,2024-03-16,2023-08-29,Purchased List,Existing Customer - Downgrade,3937
OPP00003669,3669.0,ACC000942,Deal 3669,Closed Won,55481.14,100.0,2023-09-25,2022-01-07,Partner Referral,Existing Customer - Replacement,377
OPP00003670,3670.0,ACC000004,Deal 3670,Closed Won,163219.57,100.0,2024-05-27,2021-11-21,Phone Inquiry,Existing Customer - Replacement,
OPP00003671,3671.0,ACC000897,Deal 3671,Closed Won,90159.53,100.0,2023-01-14,2022-01-03,Web,Existing Customer - Downgrade,238
OPP00003672,3672.0,ACC000538,Deal 3672,Closed Won,55682.12,100.0,2024-04-23,2021-12-31,Partner Referral,Existing Customer - Downgrade,
OPP00003673,3673.0,ACC000439,Deal 3673,Closed Won,123570.61,100.0,2023-07-09,2021-12-05,Purchased List,Existing Customer - Downgrade,
OPP00003674,3674.0,ACC000934,Deal 3674,Closed Won,16423.03,100.0,2022-10-16,2022-06-02,Phone Inquiry,Existing Customer - Downgrade,38472
OPP00003675,3675.0,ACC000529,Deal 3675,Closed Won,298581.8,100.0,2024-07-04,2021-10-25,Web,Existing Customer - Replacement,
OPP00003676,3676.0,ACC000320,Deal 3676,Closed Won,315255.12,100.0,2022-05-30,2021-09-21,Partner Referral,Existing Customer - Upgrade,
OPP00003677,3677.0,ACC000799,Deal 3677,Closed Won,82286.35,100.0,2023-06-07,2021-09-18,Partner Referral,Existing Customer - Upgrade,
OPP00003678,3678.0,ACC000586,Deal 3678,Closed Won,231253.91,100.0,2023-03-23,2022-11-02,Phone Inquiry,Existing Customer - Replacement,9105
OPP00003679,3679.0,ACC000384,Deal 3679,Closed Won,182780.61,100.0,2024-10-17,2022-01-04,Web,New Customer,8
OPP00003680,3680.0,ACC000044,Deal 3680,Closed Won,94203.81,100.0,2023-11-21,2021-10-16,Other,Existing Customer - Downgrade,
OPP00003681,3681.0,ACC000757,Deal 3681,Closed Won,143141.65,100.0,2023-06-06,2021-10-02,Phone Inquiry,Existing Customer - Replacement,
OPP00003682,3682.0,ACC000918,Deal 3682,Closed Won,162918.33,100.0,2022-09-01,2022-06-22,Other,New Customer,46855
OPP00003683,3683.0,ACC000712,Deal 3683,Closed Won,136946.35,100.0,2025-08-14,2021-10-08,Partner Referral,Existing Customer - Downgrade,
OPP00003684,3684.0,ACC000231,Deal 3684,Closed Won,102240.28,100.0,2025-12-11,2021-12-01,Partner Referral,New Customer,
OPP00003685,3685.0,ACC000304,Deal 3685,Closed Won,175453.62,100.0,2025-05-31,2024-10-02,Partner Referral,New Customer,21806
OPP00003686,3686.0,ACC000016,Deal 3686,Closed Won,117865.9,100.0,2022-03-21,2022-01-19,Web,Existing Customer - Upgrade,6558
OPP00003687,3687.0,ACC000778,Deal 3687,Closed Won,194502.21,100.0,2024-12-21,2021-09-12,Web,New Customer,
OPP00003688,3688.0,ACC000442,Deal 3688,Closed Won,35438.58,100.0,2023-03-07,2022-08-11,Phone Inquiry,New Customer,28463
OPP00003689,3689.0,ACC000687,Deal 3689,Closed Won,49585.45,100.0,2024-03-16,2023-12-11,Phone Inquiry,Existing Customer - Upgrade,37103
OPP00003690,3690.0,ACC000688,Deal 3690,Closed Won,143048.61,100.0,2022-11-08,2022-07-21,Partner Referral,Existing Customer - Replacement,24252
OPP00003691,3691.0,ACC000784,Deal 3691,Closed Won,46364.63,100.0,2022-05-30,2022-01-31,Web,Existing Customer - Downgrade,44864
OPP00003692,3692.0,ACC000207,Deal 3692,Closed Won,148321.81,100.0,2024-07-15,2021-10-31,Web,Existing Customer - Downgrade,
OPP00003693,3693.0,ACC000371,Deal 3693,Closed Won,4155.94,100.0,2023-05-12,2021-10-08,Other,New Customer,
OPP00003694,3694.0,ACC000290,Deal 3694,Closed Won,95525.78,100.0,2022-11-23,2022-08-27,Purchased List,Existing Customer - Downgrade,22802
OPP00003695,3695.0,ACC000363,Deal 3695,Closed Won,245454.52,100.0,2022-04-27,2022-01-15,Other,New Customer,38531
OPP00003696,3696.0,ACC000968,Deal 3696,Closed Won,103991.2,100.0,2023-01-15,2021-11-19,Purchased List,Existing Customer - Upgrade,
OPP00003697,3697.0,ACC000120,Deal 3697,Closed Won,204222.6,100.0,2022-04-19,2021-12-12,Partner Referral,Existing Customer - Upgrade,
OPP00003698,3698.0,ACC000129,Deal 3698,Closed Won,220516.52,100.0,2024-10-25,2024-09-15,Web,New Customer,44059
OPP00003699,3699.0,ACC000388,Deal 3699,Closed Won,46274.84,100.0,2023-06-05,2022-01-13,Phone Inquiry,Existing Customer - Downgrade,240
OPP00003700,3700.0,ACC000559,Deal 3700,Closed Won,197840.5,100.0,2023-03-17,2022-01-17,Web,Existing Customer - Upgrade,347
OPP00003701,3701.0,ACC000324,Deal 3701,Closed Won,27389.32,100.0,2023-10-27,2023-08-21,Phone Inquiry,Existing Customer - Upgrade,28950
OPP00003702,3702.0,ACC000385,Deal 3702,Closed Won,167868.66,100.0,2022-01-07,2021-09-06,Partner Referral,Existing Customer - Replacement,
OPP00003703,3703.0,ACC000290,Deal 3703,Closed Won,119921.08,100.0,2023-05-13,2021-09-25,Purchased List,New Customer,
OPP00003704,3704.0,ACC000985,Deal 3704,Closed Won,57559.11,100.0,2023-07-06,2021-09-11,Partner Referral,Existing Customer - Downgrade,
OPP00003705,3705.0,ACC000905,Deal 3705,Closed Won,34227.81,100.0,2023-09-18,2022-01-05,Purchased List,New Customer,272
OPP00003706,3706.0,ACC000268,Deal 3706,Closed Won,198954.04,100.0,2024-09-21,2022-01-12,Phone Inquiry,New Customer,376
OPP00003707,3707.0,ACC000543,Deal 3707,Closed Won,99432.36,100.0,2023-07-27,2021-11-12,Phone Inquiry,Existing Customer - Downgrade,
OPP00003708,3708.0,ACC000925,Deal 3708,Closed Won,192260.47,100.0,2025-09-02,2022-01-22,Partner Referral,New Customer,366
OPP00003709,3709.0,ACC000672,Deal 3709,Closed Won,14031.26,100.0,2022-11-13,2021-08-31,Partner Referral,Existing Customer - Upgrade,
OPP00003710,3710.0,ACC000662,Deal 3710,Closed Won,80325.62,100.0,2022-03-29,2021-10-01,Phone Inquiry,Existing Customer - Upgrade,
OPP00003711,3711.0,ACC000629,Deal 3711,Closed Won,294238.13,100.0,2025-06-26,2021-09-08,Web,Existing Customer - Replacement,
OPP00003712,3712.0,ACC000363,Deal 3712,Closed Won,125342.23,100.0,2024-11-25,2021-10-28,Other,Existing Customer - Replacement,
OPP00003713,3713.0,ACC000445,Deal 3713,Closed Won,162697.34,100.0,2025-03-21,2021-09-18,Purchased List,Existing Customer - Upgrade,
OPP00003714,3714.0,ACC000350,Deal 3714,Closed Won,90512.17,100.0,2025-10-28,2021-11-22,Other,Existing Customer - Replacement,
OPP00003715,3715.0,ACC000974,Deal 3715,Closed Won,217955.4,100.0,2024-09-13,2021-10-19,Phone Inquiry,Existing Customer - Replacement,
OPP00003716,3716.0,ACC000814,Deal 3716,Closed Won,50253.76,100.0,2022-06-10,2021-11-08,Purchased List,New Customer,
OPP00003717,3717.0,ACC000863,Deal 3717,Closed Won,168470.21,100.0,2022-09-25,2021-10-29,Purchased List,New Customer,
OPP00003718,3718.0,ACC000665,Deal 3718,Closed Won,132814.83,100.0,2022-07-11,2022-02-02,Other,Existing Customer - Downgrade,32017
OPP00003719,3719.0,ACC000157,Deal 3719,Closed Won,143997.45,100.0,2022-07-13,2021-11-17,Phone Inquiry,New Customer,
OPP00003720,3720.0,ACC000221,Deal 3720,Closed Won,75635.59,100.0,2024-09-05,2022-01-08,Purchased List,New Customer,201
OPP00003721,3721.0,ACC000267,Deal 3721,Closed Won,123077.93,100.0,2023-11-28,2023-06-18,Phone Inquiry,Existing Customer - Replacement,11133
OPP00003722,3722.0,ACC000018,Deal 3722,Closed Won,20534.54,100.0,2025-03-28,2021-11-17,Other,Existing Customer - Replacement,
OPP00003723,3723.0,ACC000143,Deal 3723,Closed Won,72540.38,100.0,2023-09-26,2023-01-28,Purchased List,New Customer,27297
OPP00003724,3724.0,ACC000780,Deal 3724,Closed Won,195368.01,100.0,2022-09-04,2021-11-20,Other,Existing Customer - Replacement,
OPP00003725,3725.0,ACC000410,Deal 3725,Closed Won,16136.91,100.0,2025-03-31,2021-11-13,Other,New Customer,
OPP00003726,3726.0,ACC000850,Deal 3726,Closed Won,136059.15,100.0,2023-09-05,2023-07-18,Web,Existing Customer - Upgrade,24589
OPP00003727,3727.0,ACC000824,Deal 3727,Closed Won,69748.73,100.0,2023-07-14,2022-11-24,Partner Referral,Existing Customer - Upgrade,913
OPP00003728,3728.0,ACC000391,Deal 3728,Closed Won,161236.97,100.0,2025-01-08,2021-09-13,Purchased List,Existing Customer - Replacement,
OPP00003729,3729.0,ACC000124,Deal 3729,Closed Won,11161.22,100.0,2023-12-09,2023-04-20,Purchased List,Existing Customer - Upgrade,23847
OPP00003730,3730.0,ACC000052,Deal 3730,Closed Won,165983.3,100.0,2023-02-03,2021-09-08,Purchased List,Existing Customer - Replacement,
OPP00003731,3731.0,ACC000024,Deal 3731,Closed Won,266839.04,100.0,2024-06-24,2024-03-03,Web,New Customer,3935
OPP00003732,3732.0,ACC000764,Deal 3732,Closed Won,47585.87,100.0,2023-04-26,2022-01-13,Web,New Customer,450
OPP00003733,3733.0,ACC000482,Deal 3733,Closed Won,31639.7,100.0,2025-06-08,2022-01-24,Partner Referral,New Customer,67
OPP00003734,3734.0,ACC000926,Deal 3734,Closed Won,106761.44,100.0,2022-04-16,2021-10-22,Purchased List,Existing Customer - Downgrade,
OPP00003735,3735.0,ACC000167,Deal 3735,Closed Won,88403.96,100.0,2022-04-25,2022-01-11,Phone Inquiry,New Customer,9988
OPP00003736,3736.0,ACC000788,Deal 3736,Closed Won,80528.23,100.0,2023-03-18,2021-12-24,Partner Referral,Existing Customer - Upgrade,
OPP00003737,3737.0,ACC000745,Deal 3737,Closed Won,236098.87,100.0,2024-05-22,2021-12-02,Purchased List,Existing Customer - Replacement,
OPP00003738,3738.0,ACC000946,Deal 3738,Closed Won,53665.79,100.0,2025-11-08,2025-02-14,Partner Referral,Existing Customer - Downgrade,24136
OPP00003739,3739.0,ACC000528,Deal 3739,Closed Won,121612.67,100.0,2023-03-03,2022-01-16,Partner Referral,New Customer,47
OPP00003740,3740.0,ACC000612,Deal 3740,Closed Won,109956.67,100.0,2022-11-29,2021-12-26,Partner Referral,Existing Customer - Upgrade,
OPP00003741,3741.0,ACC000694,Deal 3741,Closed Won,40410.78,100.0,2024-04-10,2023-06-01,Purchased List,Existing Customer - Upgrade,10936
OPP00003742,3742.0,ACC000425,Deal 3742,Closed Won,8720.83,100.0,2022-07-02,2021-12-29,Web,Existing Customer - Downgrade,
OPP00003743,3743.0,ACC000286,Deal 3743,Closed Won,105822.83,100.0,2023-09-13,2023-02-15,Web,New Customer,46063
OPP00003744,3744.0,ACC000813,Deal 3744,Closed Won,259020.3,100.0,2025-08-24,2025-01-30,Phone Inquiry,Existing Customer - Downgrade,1610
OPP00003745,3745.0,ACC000135,Deal 3745,Closed Won,57932.0,100.0,2024-10-18,2024-07-14,Other,Existing Customer - Replacement,10547
OPP00003746,3746.0,ACC000936,Deal 3746,Closed Won,165415.25,100.0,2023-11-23,2021-10-28,Web,Existing Customer - Downgrade,
OPP00003747,3747.0,ACC000686,Deal 3747,Closed Won,231755.2,100.0,2024-01-07,2021-12-24,Phone Inquiry,Existing Customer - Upgrade,
OPP00003748,3748.0,ACC000855,Deal 3748,Closed Won,157911.47,100.0,2024-09-25,2022-01-07,Purchased List,Existing Customer - Downgrade,107
OPP00003749,3749.0,ACC000783,Deal 3749,Closed Won,62626.92,100.0,2024-04-26,2021-12-29,Web,Existing Customer - Downgrade,
OPP00003750,3750.0,ACC000823,Deal 3750,Closed Won,141797.36,100.0,2023-04-14,2023-01-24,Purchased List,Existing Customer - Downgrade,28646
OPP00003751,3751.0,ACC000972,Deal 3751,Closed Won,103815.34,100.0,2025-07-06,2021-12-07,Web,New Customer,
OPP00003752,3752.0,ACC000062,Deal 3752,Closed Won,229015.2,100.0,2023-12-07,2022-01-05,Partner Referral,Existing Customer - Replacement,451
OPP00003753,3753.0,ACC000383,Deal 3753,Closed Won,8119.51,100.0,2025-01-17,2024-06-16,Phone Inquiry,Existing Customer - Replacement,33342
OPP00003754,3754.0,ACC000286,Deal 3754,Closed Won,220194.11,100.0,2024-07-23,2022-01-13,Partner Referral,Existing Customer - Upgrade,97
OPP00003755,3755.0,ACC000177,Deal 3755,Closed Won,328820.91,100.0,2023-11-17,2021-11-12,Purchased List,New Customer,
OPP00003756,3756.0,ACC000431,Deal 3756,Closed Won,99990.87,100.0,2022-02-20,2021-12-26,Other,Existing Customer - Downgrade,
OPP00003757,3757.0,ACC000166,Deal 3757,Closed Won,140523.78,100.0,2022-06-18,2021-08-19,Purchased List,Existing Customer - Upgrade,
OPP00003758,3758.0,ACC000009,Deal 3758,Closed Won,18336.31,100.0,2025-09-17,2022-01-16,Partner Referral,Existing Customer - Replacement,409
OPP00003759,3759.0,ACC000129,Deal 3759,Closed Won,188117.09,100.0,2022-02-04,2021-12-19,Other,Existing Customer - Replacement,
OPP00003760,3760.0,ACC000875,Deal 3760,Closed Won,63395.02,100.0,2022-05-19,2021-09-16,Purchased List,Existing Customer - Upgrade,
OPP00003761,3761.0,ACC000183,Deal 3761,Closed Won,198171.98,100.0,2025-10-11,2021-10-20,Partner Referral,Existing Customer - Upgrade,
OPP00003762,3762.0,ACC000001,Deal 3762,Closed Won,38291.63,100.0,2024-09-30,2021-10-29,Partner Referral,Existing Customer - Downgrade,
OPP00003763,3763.0,ACC000090,Deal 3763,Closed Won,82114.68,100.0,2024-10-02,2021-11-29,Other,Existing Customer - Downgrade,
OPP00003764,3764.0,ACC000808,Deal 3764,Closed Won,105299.9,100.0,2023-02-10,2022-06-19,Purchased List,Existing Customer - Replacement,9428
OPP00003765,3765.0,ACC000490,Deal 3765,Closed Won,105573.46,100.0,2022-01-29,2021-10-27,Phone Inquiry,Existing Customer - Downgrade,
OPP00003766,3766.0,ACC000137,Deal 3766,Closed Won,270848.67,100.0,2022-08-17,2021-09-04,Purchased List,Existing Customer - Replacement,
OPP00003767,3767.0,ACC000305,Deal 3767,Closed Won,115881.67,100.0,2022-10-18,2022-05-12,Web,Existing Customer - Replacement,47431
OPP00003768,3768.0,ACC000123,Deal 3768,Closed Won,23640.22,100.0,2022-09-25,2021-12-01,Partner Referral,Existing Customer - Replacement,
OPP00003769,3769.0,ACC000173,Deal 3769,Closed Won,7083.2,100.0,2025-05-07,2024-09-29,Purchased List,Existing Customer - Upgrade,18884
OPP00003770,3770.0,ACC000774,Deal 3770,Closed Won,40198.17,100.0,2023-05-06,2022-01-11,Partner Referral,Existing Customer - Upgrade,86
OPP00003771,3771.0,ACC000567,Deal 3771,Closed Won,187670.23,100.0,2022-05-12,2021-10-26,Other,Existing Customer - Upgrade,
OPP00003772,3772.0,ACC000731,Deal 3772,Closed Won,38193.24,100.0,2024-04-03,2023-05-02,Phone Inquiry,Existing Customer - Upgrade,20477
OPP00003773,3773.0,ACC000020,Deal 3773,Closed Won,157543.94,100.0,2022-12-20,2022-10-21,Web,Existing Customer - Downgrade,10874
OPP00003774,3774.0,ACC000903,Deal 3774,Closed Won,36957.57,100.0,2024-11-29,2023-12-17,Other,New Customer,9987
OPP00003775,3775.0,ACC000410,Deal 3775,Closed Won,15216.44,100.0,2022-05-06,2021-09-15,Web,New Customer,
OPP00003776,3776.0,ACC000661,Deal 3776,Closed Won,213043.68,100.0,2022-04-27,2022-01-23,Other,Existing Customer - Upgrade,24841
OPP00003777,3777.0,ACC000536,Deal 3777,Closed Won,189524.89,100.0,2025-12-20,2025-11-06,Partner Referral,Existing Customer - Downgrade,25334
OPP00003778,3778.0,ACC000992,Deal 3778,Closed Won,25026.62,100.0,2025-08-22,2021-12-29,Partner Referral,Existing Customer - Replacement,
OPP00003779,3779.0,ACC000423,Deal 3779,Closed Won,16043.16,100.0,2025-04-01,2021-09-08,Purchased List,Existing Customer - Downgrade,
OPP00003780,3780.0,ACC000458,Deal 3780,Closed Won,104817.45,100.0,2024-01-21,2023-04-27,Other,Existing Customer - Replacement,45134
OPP00003781,3781.0,ACC000596,Deal 3781,Closed Won,68181.36,100.0,2023-11-08,2023-07-22,Web,Existing Customer - Upgrade,19895
OPP00003782,3782.0,ACC000301,Deal 3782,Closed Won,125023.31,100.0,2025-05-17,2021-09-14,Phone Inquiry,Existing Customer - Upgrade,
OPP00003783,3783.0,ACC000473,Deal 3783,Closed Won,118557.01,100.0,2024-10-09,2022-01-21,Other,New Customer,191
OPP00003784,3784.0,ACC000366,Deal 3784,Closed Won,117015.68,100.0,2024-05-22,2021-09-24,Phone Inquiry,New Customer,
OPP00003785,3785.0,ACC000916,Deal 3785,Closed Won,36921.75,100.0,2024-02-16,2021-10-24,Phone Inquiry,Existing Customer - Downgrade,
OPP00003786,3786.0,ACC000379,Deal 3786,Closed Won,48332.57,100.0,2025-04-08,2021-10-24,Phone Inquiry,New Customer,
OPP00003787,3787.0,ACC000190,Deal 3787,Closed Won,5031.52,100.0,2023-02-02,2022-07-27,Web,New Customer,11642
OPP00003788,3788.0,ACC000249,Deal 3788,Closed Won,156522.28,100.0,2024-03-08,2022-01-05,Partner Referral,New Customer,163
OPP00003789,3789.0,ACC000223,Deal 3789,Closed Won,132103.72,100.0,2022-09-25,2021-12-02,Phone Inquiry,New Customer,
OPP00003790,3790.0,ACC000070,Deal 3790,Closed Won,163626.88,100.0,2024-06-04,2022-01-01,Partner Referral,Existing Customer - Downgrade,
OPP00003791,3791.0,ACC000177,Deal 3791,Closed Won,211974.34,100.0,2024-02-01,2021-12-07,Purchased List,Existing Customer - Replacement,
OPP00003792,3792.0,ACC000055,Deal 3792,Closed Won,83165.88,100.0,2022-04-17,2021-10-14,Web,Existing Customer - Replacement,
OPP00003793,3793.0,ACC000913,Deal 3793,Closed Won,131830.16,100.0,2022-04-27,2021-10-21,Purchased List,Existing Customer - Replacement,
OPP00003794,3794.0,ACC000265,Deal 3794,Closed Won,99165.55,100.0,2022-05-05,2022-01-24,Partner Referral,Existing Customer - Downgrade,27943
OPP00003795,3795.0,ACC000354,Deal 3795,Closed Won,23111.25,100.0,2023-10-27,2023-04-13,Purchased List,New Customer,37860
OPP00003796,3796.0,ACC000454,Deal 3796,Closed Won,53795.59,100.0,2022-10-25,2021-09-17,Web,Existing Customer - Downgrade,
OPP00003797,3797.0,ACC000724,Deal 3797,Closed Won,43138.92,100.0,2022-09-02,2022-01-10,Partner Referral,New Customer,44353
OPP00003798,3798.0,ACC000647,Deal 3798,Closed Won,99302.32,100.0,2025-08-26,2024-10-08,Purchased List,Existing Customer - Downgrade,8595
OPP00003799,3799.0,ACC000909,Deal 3799,Closed Won,124703.93,100.0,2024-02-20,2023-10-24,Web,Existing Customer - Downgrade,41026
OPP00003800,3800.0,ACC000951,Deal 3800,Closed Won,179224.12,100.0,2024-10-01,2021-08-20,Other,Existing Customer - Replacement,
OPP00003801,3801.0,ACC000496,Deal 3801,Closed Won,200513.51,100.0,2024-01-27,2023-12-23,Web,Existing Customer - Downgrade,41543
OPP00003802,3802.0,ACC000755,Deal 3802,Closed Won,91352.16,100.0,2022-06-13,2021-12-30,Purchased List,New Customer,
OPP00003803,3803.0,ACC000321,Deal 3803,Closed Won,157266.19,100.0,2023-11-21,2021-09-28,Partner Referral,New Customer,
OPP00003804,3804.0,ACC000788,Deal 3804,Closed Won,36796.6,100.0,2025-02-07,2022-01-03,Phone Inquiry,New Customer,176
OPP00003805,3805.0,ACC000940,Deal 3805,Closed Won,157851.46,100.0,2024-04-10,2021-09-22,Purchased List,Existing Customer - Replacement,
OPP00003806,3806.0,ACC000499,Deal 3806,Closed Won,61304.49,100.0,2024-09-01,2021-11-13,Other,Existing Customer - Downgrade,
