sale_id,date,customer_key,product_key,sales_rep_key,region_key,vendor_key,amount,units
1559,2022-08-27,364,35,66,403,514,185243.8,19
1560,2022-08-27,728,45,41,401,635,26627.49,14
1561,2022-08-28,958,27,61,400,378,46867.31,9
1562,2022-08-28,473,89,186,400,844,91468.46,19
1563,2022-08-28,396,63,150,402,444,131697.57,6
1564,2022-08-28,150,28,93,403,423,314486.56,12
1565,2022-08-28,773,99,103,403,124,57303.93,18
1566,2022-08-28,240,16,190,400,796,111473.34,18
1567,2022-08-28,53,78,101,403,934,286085.12,10
1568,2022-08-28,761,2,111,402,226,26232.28,18
1569,2022-08-28,60,43,135,400,960,119659.15,19
1570,2022-08-28,725,10,153,401,946,58640.78,11
1571,2022-08-28,435,71,185,403,657,317794.61,5
1572,2022-08-28,55,44,142,403,180,117615.14,7
1573,2022-08-28,597,14,47,403,484,184976.29,6
1574,2022-08-28,221,10,121,400,611,86486.73,10
1575,2022-08-28,514,64,74,400,767,19340.75,20
1576,2022-08-29,904,47,99,402,560,43348.04,1
1577,2022-08-29,783,66,148,402,854,116682.11,1
1578,2022-08-29,990,73,102,400,513,184206.56,5
1579,2022-08-29,90,17,96,403,665,183105.34,20
1580,2022-08-29,504,54,35,401,709,30223.76,19
1581,2022-08-29,743,79,137,401,391,116519.51,15
1582,2022-08-29,758,56,53,403,30,228614.17,6
1583,2022-08-29,414,43,129,403,112,307937.67,17
1584,2022-08-29,305,22,6,400,367,168655.84,5
1585,2022-08-29,749,22,17,403,916,112068.37,12
1586,2022-08-29,861,66,69,401,606,147310.39,17
1587,2022-08-29,948,87,9,402,292,107677.49,15
1588,2022-09-01,975,73,172,400,651,62945.6,3
1589,2022-09-01,889,53,32,400,936,154355.45,20
1590,2022-09-01,90,17,67,401,224,113755.78,16
1591,2022-09-01,172,32,135,403,673,182403.54,2
1592,2022-09-02,919,12,102,402,35,141886.68,11
1593,2022-09-02,519,52,9,402,776,112794.37,20
1594,2022-09-02,162,47,94,403,528,145381.53,5
1595,2022-09-03,126,50,191,400,959,117822.63,9
1596,2022-09-03,266,17,16,402,563,41783.92,12
1597,2022-09-03,352,70,169,401,745,74372.71,18
1598,2022-09-03,855,96,15,402,381,126133.82,16
1599,2022-09-03,770,46,102,400,949,150545.87,1
1600,2022-09-04,264,94,120,403,242,325078.56,7
1601,2022-09-04,487,5,124,401,719,55593.49,15
1602,2022-09-04,479,73,34,403,409,221664.26,17
1603,2022-09-04,941,97,147,401,998,167258.74,1
1604,2022-09-05,744,55,76,402,883,18702.22,9
1605,2022-09-05,140,87,136,403,18,277731.82,13
1606,2022-09-05,976,68,45,401,525,123216.34,17
1607,2022-09-05,652,74,179,402,635,22455.96,18
1608,2022-09-06,242,35,39,400,300,112137.69,9
1609,2022-09-06,504,78,54,401,336,41137.01,3
1610,2022-09-06,466,30,161,403,25,196737.89,19
1611,2022-09-06,13,88,150,403,116,290161.74,10
1612,2022-09-06,923,85,193,403,66,241545.15,20
1613,2022-09-06,904,71,91,400,986,118174.35,19
1614,2022-09-06,614,74,162,400,616,178287.14,19
1615,2022-09-06,739,16,144,402,933,136322.94,16
1616,2022-09-07,789,90,164,402,879,54296.88,8
1617,2022-09-07,472,11,6,402,916,41203.08,14
1618,2022-09-07,549,79,69,403,368,109495.62,18
1619,2022-09-07,667,23,90,402,996,165147.04,9
1620,2022-09-08,205,79,49,403,542,329021.43,4
1621,2022-09-08,635,57,119,402,255,125329.43,16
1622,2022-09-08,542,77,12,402,471,105509.96,13
1623,2022-09-08,559,16,54,403,536,307670.16,10
1624,2022-09-08,634,21,124,402,191,95142.19,4
1625,2022-09-08,234,24,2,401,525,163095.59,3
1626,2022-09-08,287,98,197,402,250,109911.78,7
1627,2022-09-08,282,85,166,403,816,19947.88,5
1628,2022-09-09,836,99,179,401,405,113419.18,7
1629,2022-09-09,822,52,183,400,612,191825.71,11
1630,2022-09-09,51,12,118,402,316,67792.89,16
1631,2022-09-09,315,77,107,400,351,117998.49,1
1632,2022-09-10,436,16,21,403,106,12830.72,8
1633,2022-09-10,53,78,154,403,409,108058.75,7
1634,2022-09-10,526,20,72,402,846,182642.67,12
1635,2022-09-10,562,88,121,400,13,194306.81,3
1636,2022-09-10,150,5,40,401,810,17273.25,15
1637,2022-09-10,787,21,160,402,530,207981.23,6
1638,2022-09-10,829,51,96,402,113,23685.12,20
1639,2022-09-11,123,94,189,400,347,192900.17,5
1640,2022-09-11,15,29,139,402,654,213299.1,8
1641,2022-09-11,473,39,165,400,723,122804.37,10
1642,2022-09-11,652,66,164,402,368,72082.82,4
1643,2022-09-12,340,99,155,403,496,248495.29,3
1644,2022-09-12,345,6,102,400,542,176040.52,18
1645,2022-09-12,739,72,183,402,691,197188.94,3
1646,2022-09-12,193,97,37,400,748,75897.98,10
1647,2022-09-12,885,73,164,403,108,50888.57,7
1648,2022-09-13,419,85,10,401,948,115757.69,4
1649,2022-09-13,482,41,21,400,58,20591.07,20
1650,2022-09-13,86,35,114,403,604,82397.31,14
1651,2022-09-13,137,58,26,403,369,255177.93,8
1652,2022-09-13,827,78,184,403,632,308572.49,18
1653,2022-09-14,220,57,178,403,809,14033.58,10
1654,2022-09-14,268,10,125,403,290,222132.05,2
1655,2022-09-14,598,60,76,402,283,124726.26,1
1656,2022-09-14,359,84,147,402,654,177660.0,20
1657,2022-09-15,691,98,127,400,334,141871.8,5
1658,2022-09-15,813,12,34,403,34,118617.49,4
1659,2022-09-15,161,61,170,401,247,62803.94,3
1660,2022-09-15,689,55,140,401,337,28629.4,7
1661,2022-09-15,86,37,172,400,390,74569.5,11
1662,2022-09-15,629,28,163,401,564,157940.08,20
1663,2022-09-16,640,80,7,402,458,135049.36,18
1664,2022-09-16,289,92,123,402,365,30701.09,5
1665,2022-09-16,372,75,171,403,107,318362.66,12
1666,2022-09-16,526,51,10,401,534,92833.0,16
1667,2022-09-16,599,91,46,403,665,152498.69,14
1668,2022-09-16,678,67,6,403,373,27265.33,15
1669,2022-09-16,744,46,37,400,857,9826.69,11
1670,2022-09-17,155,26,123,402,110,82964.67,1
1671,2022-09-17,696,57,48,401,307,75648.15,18
1672,2022-09-17,167,14,141,403,253,23823.76,7
1673,2022-09-17,707,48,114,401,81,77667.97,3
1674,2022-09-18,996,93,101,400,361,74432.95,10
1675,2022-09-18,669,51,195,403,902,241378.13,14
1676,2022-09-18,605,80,187,401,131,13995.9,14
1677,2022-09-18,565,35,127,403,287,51690.4,3
1678,2022-09-19,418,44,4,401,335,121869.95,12
1679,2022-09-19,494,33,30,403,577,113304.74,6
1680,2022-09-19,433,66,18,403,241,107223.42,11
1681,2022-09-20,242,26,96,401,440,111452.64,18
1682,2022-09-20,552,55,83,403,491,81027.43,9
1683,2022-09-20,567,80,194,400,232,14906.13,3
1684,2022-09-21,300,83,43,403,663,240542.8,8
1685,2022-09-21,394,2,131,403,403,309374.32,2
1686,2022-09-21,889,70,4,403,252,186713.94,8
1687,2022-09-21,617,52,89,400,124,31746.24,18
1688,2022-09-21,882,41,115,400,248,109363.5,2
1689,2022-09-21,783,14,197,403,116,260156.41,16
1690,2022-09-21,793,39,198,400,191,141266.06,3
1691,2022-09-21,838,100,200,401,34,159073.86,14
1692,2022-09-22,693,56,168,400,131,46554.67,7
1693,2022-09-22,918,56,140,403,28,73843.5,14
1694,2022-09-22,819,50,1,402,162,66407.42,3
1695,2022-09-23,541,12,115,402,942,182419.36,9
1696,2022-09-23,954,63,53,403,327,56535.36,17
1697,2022-09-23,262,73,23,401,383,23952.39,19
1698,2022-09-23,783,51,50,402,620,121307.48,5
1699,2022-09-23,857,23,30,401,379,72636.45,1
1700,2022-09-23,764,97,27,400,404,100748.04,3
1701,2022-09-24,694,63,147,401,491,5757.75,12
1702,2022-09-24,499,9,185,401,275,112055.11,2
1703,2022-09-24,21,34,74,402,99,155851.88,16
1704,2022-09-24,275,97,60,402,74,127966.15,10
1705,2022-09-24,151,64,43,401,567,137867.52,19
1706,2022-09-24,108,52,105,401,980,141623.36,7
1707,2022-09-24,136,44,85,400,413,130736.16,7
1708,2022-09-25,293,64,142,400,617,156367.59,11
1709,2022-09-25,976,48,100,400,564,76152.0,17
1710,2022-09-25,550,84,32,401,138,73929.8,2
1711,2022-09-27,14,56,131,401,215,21861.86,15
1712,2022-09-27,835,54,1,403,896,127037.54,18
1713,2022-09-27,924,29,160,401,465,65585.35,3
1714,2022-09-28,611,3,177,403,44,56669.12,4
1715,2022-09-28,70,18,7,402,574,166577.17,11
1716,2022-09-28,312,6,144,401,201,133420.8,13
1717,2022-09-29,283,70,134,403,679,297813.23,5
1718,2022-09-29,571,14,173,401,159,103427.33,8
1719,2022-09-29,861,62,193,402,603,31684.37,18
1720,2022-09-29,539,43,36,403,549,83800.69,2
1721,2022-10-01,698,37,71,403,522,238972.4,12
1722,2022-10-01,472,33,32,401,790,58552.16,3
1723,2022-10-01,675,4,80,401,387,3047.29,10
1724,2022-10-02,28,57,109,402,649,37270.44,20
1725,2022-10-02,559,57,98,401,32,158471.61,10
1726,2022-10-02,354,71,28,400,314,163283.31,4
1727,2022-10-03,126,6,141,403,258,237669.27,12
1728,2022-10-03,591,96,119,402,146,29718.05,13
1729,2022-10-03,63,69,153,400,743,41553.4,18
1730,2022-10-03,996,96,197,402,366,123184.47,2
1731,2022-10-03,511,63,3,402,37,150936.2,7
1732,2022-10-04,225,40,17,403,588,128273.91,17
1733,2022-10-04,658,67,87,400,168,193017.41,19
1734,2022-10-04,547,29,138,400,749,116924.03,16
1735,2022-10-04,575,52,151,403,634,195167.49,20
1736,2022-10-04,512,10,100,400,953,103190.06,18
1737,2022-10-04,163,66,121,400,80,153671.55,7
1738,2022-10-04,205,52,1,402,540,32466.43,20
1739,2022-10-04,355,12,43,400,908,65309.46,7
1740,2022-10-04,97,97,178,403,933,175353.37,11
1741,2022-10-05,518,64,65,402,517,59949.95,4
1742,2022-10-05,86,82,199,401,765,82220.99,3
1743,2022-10-05,979,74,43,401,515,95703.03,15
1744,2022-10-05,249,67,43,402,977,212986.46,1
1745,2022-10-05,805,92,129,400,554,67458.38,1
1746,2022-10-05,645,96,16,403,702,242748.01,5
1747,2022-10-05,278,59,117,403,918,280037.53,9
1748,2022-10-06,783,76,64,403,453,110163.93,16
1749,2022-10-06,999,77,117,403,264,271984.78,18
1750,2022-10-06,987,94,100,403,958,177993.11,15
1751,2022-10-06,952,78,141,403,674,197038.67,7
1752,2022-10-06,921,63,81,402,714,74563.22,11
1753,2022-10-06,484,55,187,401,121,75081.26,1
1754,2022-10-07,927,98,106,400,595,75897.98,6
1755,2022-10-07,694,16,63,400,149,17797.57,3
1756,2022-10-07,940,1,90,403,27,89614.74,7
1757,2022-10-07,265,72,56,403,875,18210.23,6
1758,2022-10-07,867,38,124,403,774,321269.45,19
1759,2022-10-07,742,16,59,402,423,140657.76,4
1760,2022-10-07,741,90,40,403,117,202017.15,3
1761,2022-10-08,932,82,103,401,760,118858.01,8
1762,2022-10-08,294,58,15,402,163,43906.56,19
1763,2022-10-08,307,86,104,402,449,47705.2,19
1764,2022-10-08,667,23,18,401,495,19168.85,13
1765,2022-10-08,112,64,68,401,287,93399.89,8
1766,2022-10-08,423,69,41,403,300,148789.61,3
1767,2022-10-09,93,21,87,402,417,208562.31,1
1768,2022-10-09,780,60,86,403,708,291999.42,9
1769,2022-10-09,507,25,62,402,508,67658.67,15
1770,2022-10-09,762,27,2,402,944,16802.89,8
1771,2022-10-10,638,4,45,401,317,85197.33,4
1772,2022-10-10,476,94,85,402,298,90025.31,20
1773,2022-10-10,831,90,166,403,488,77585.85,7
1774,2022-10-10,646,41,41,402,45,206327.78,1
1775,2022-10-11,528,3,157,401,202,141800.61,17
1776,2022-10-11,546,80,27,401,917,4376.0,20
1777,2022-10-11,806,30,198,403,758,226943.51,9
1778,2022-10-11,223,30,2,402,214,219667.47,1
1779,2022-10-12,573,90,199,401,274,62573.65,19
1780,2022-10-12,494,86,70,402,619,98404.65,14
1781,2022-10-12,149,23,114,400,659,108543.06,8
1782,2022-10-12,58,56,66,402,986,37739.63,15
1783,2022-10-13,1000,93,100,403,742,95194.76,5
1784,2022-10-13,873,87,35,400,365,163107.45,12
1785,2022-10-13,693,40,196,403,911,127104.54,13
1786,2022-10-13,335,99,84,401,458,143891.15,1
1787,2022-10-14,508,88,128,400,724,164318.92,4
1788,2022-10-14,406,32,91,401,904,128690.52,20
1789,2022-10-15,826,100,45,403,415,55666.77,16
1790,2022-10-15,922,9,29,401,573,87287.86,17
1791,2022-10-15,917,69,95,402,215,150377.46,3
1792,2022-10-15,408,50,72,402,648,208897.28,20
1793,2022-10-16,804,97,35,402,172,94293.14,18
1794,2022-10-16,405,4,16,400,22,187430.17,19
1795,2022-10-16,638,57,101,403,105,331661.17,4
1796,2022-10-16,866,60,91,403,667,148889.87,15
1797,2022-10-16,757,38,134,403,332,36253.44,9
1798,2022-10-16,461,99,36,400,812,169730.3,17
1799,2022-10-16,136,74,162,400,568,31082.12,14
1800,2022-10-17,443,26,173,400,554,86037.31,6
1801,2022-10-17,601,29,85,400,543,101783.42,11
1802,2022-10-17,688,81,106,402,678,127094.77,11
1803,2022-10-17,588,3,131,403,282,280371.57,13
1804,2022-10-17,261,60,120,403,77,182336.78,3
1805,2022-10-18,870,8,27,400,518,145720.45,6
1806,2022-10-18,405,65,190,403,384,154236.11,8
1807,2022-10-18,731,100,89,400,678,158946.39,15
1808,2022-10-19,548,59,136,402,851,69289.78,15
1809,2022-10-19,762,34,199,403,934,316625.01,14
1810,2022-10-20,961,5,173,403,101,313450.71,17
1811,2022-10-20,105,96,154,403,418,225540.13,11
1812,2022-10-20,923,46,186,402,329,62765.32,17
1813,2022-10-20,125,61,55,400,594,64176.38,7
1814,2022-10-20,99,44,102,401,272,16635.64,8
1815,2022-10-21,180,3,24,402,78,17495.63,3
1816,2022-10-21,610,84,55,403,256,9055.1,14
1817,2022-10-21,907,62,180,400,898,126828.89,14
1818,2022-10-21,328,18,162,400,701,139273.46,13
1819,2022-10-21,217,29,78,402,384,102672.25,10
1820,2022-10-22,755,25,176,402,912,111766.44,4
1821,2022-10-22,505,30,29,402,623,15529.31,17
1822,2022-10-23,811,12,134,403,463,272018.27,14
1823,2022-10-23,950,66,32,400,730,96997.09,15
1824,2022-10-23,143,15,101,400,290,142633.62,9
1825,2022-10-23,640,8,198,402,181,217969.13,17
1826,2022-10-23,697,65,105,402,802,105040.77,17
1827,2022-10-24,278,45,12,401,478,125466.21,14
1828,2022-10-24,978,46,88,401,914,119407.22,15
1829,2022-10-25,330,11,70,401,535,166213.59,14
1830,2022-10-25,892,21,168,400,148,138941.28,3
1831,2022-10-25,747,51,148,400,660,35555.82,3
1832,2022-10-25,988,69,141,400,304,175727.88,1
1833,2022-10-25,506,31,72,400,845,181119.95,3
1834,2022-10-26,235,43,133,403,307,172045.31,9
1835,2022-10-26,349,87,21,403,682,144512.7,5
1836,2022-10-26,198,96,69,403,11,5446.27,9
1837,2022-10-27,957,41,91,402,38,116950.32,14
1838,2022-10-27,9,7,85,403,669,27866.65,20
1839,2022-10-27,750,70,161,401,660,145095.87,11
1840,2022-10-27,538,99,67,402,418,104348.03,16
1841,2022-10-27,375,84,65,400,379,176665.56,9
1842,2022-10-27,259,89,85,402,348,202819.68,1
1843,2022-10-28,849,94,123,401,741,171510.76,9
1844,2022-10-28,283,50,27,403,957,307503.14,19
1845,2022-10-28,559,33,146,403,165,133653.42,14
1846,2022-10-28,905,39,60,400,608,37607.04,14
1847,2022-10-28,855,15,28,403,457,224771.79,9
1848,2022-10-29,777,59,108,402,658,219667.47,5
1849,2022-10-29,411,44,57,400,457,27565.64,16
1850,2022-10-29,874,37,104,403,729,60979.29,10
1851,2022-11-01,929,23,18,402,216,88707.06,12
1852,2022-11-01,175,68,136,403,899,167367.61,19
1853,2022-11-01,513,100,161,403,703,203287.01,14
1854,2022-11-01,638,79,19,402,345,125329.43,8
1855,2022-11-02,337,23,44,400,38,127317.38,3
1856,2022-11-02,168,73,72,402,174,88640.07,17
1857,2022-11-03,19,87,12,401,62,16086.43,5
1858,2022-11-03,505,54,1,403,427,5646.79,11
1859,2022-11-03,307,96,58,400,420,41553.4,11
1860,2022-11-04,565,75,76,403,915,165229.15,2
1861,2022-11-04,870,7,15,402,346,56665.39,5
1862,2022-11-05,750,17,26,402,618,197635.8,10
1863,2022-11-05,811,87,4,403,405,218757.24,7
1864,2022-11-05,670,35,156,400,912,70701.54,5
1865,2022-11-05,264,87,196,403,152,40497.08,17
1866,2022-11-05,817,52,70,401,794,130231.85,9
1867,2022-11-05,675,55,47,401,370,93896.06,19
1868,2022-11-05,905,95,7,402,835,36309.5,7
1869,2022-11-06,972,31,27,402,350,191156.0,19
1870,2022-11-06,691,70,176,401,500,59738.97,8
1871,2022-11-07,828,60,53,400,127,180240.89,14
1872,2022-11-07,280,3,130,403,344,3341.32,9
1873,2022-11-07,558,9,179,402,308,74875.86,9
1874,2022-11-08,78,89,178,402,540,135183.34,13
1875,2022-11-08,717,39,8,400,967,83048.41,16
1876,2022-11-08,801,36,128,403,110,126402.73,6
1877,2022-11-08,428,8,168,403,2,221330.22,18
1878,2022-11-08,575,59,48,400,750,107409.98,13
1879,2022-11-08,392,33,154,402,554,220806.83,7
1880,2022-11-09,539,21,199,403,218,151563.11,8
1881,2022-11-09,596,60,144,400,347,88283.93,7
1882,2022-11-09,656,49,138,402,185,153684.58,15
1883,2022-11-09,319,82,93,401,824,56213.65,17
1884,2022-11-09,504,81,176,400,894,189540.01,1
1885,2022-11-10,934,4,32,403,689,71838.8,8
1886,2022-11-10,241,54,23,401,258,171634.74,17
1887,2022-11-10,622,7,156,403,502,16038.51,2
1888,2022-11-10,675,42,4,403,3,153267.03,9
1889,2022-11-10,477,56,200,401,750,116679.09,18
1890,2022-11-10,642,49,10,400,843,49231.17,14
1891,2022-11-10,56,69,101,400,966,19868.33,20
1892,2022-11-10,246,14,12,401,87,31233.79,18
1893,2022-11-10,768,92,174,401,611,52227.52,4
1894,2022-11-11,252,56,139,400,949,102291.46,13
1895,2022-11-11,513,77,67,402,525,162711.53,11
1896,2022-11-11,349,22,182,402,859,34745.38,11
1897,2022-11-11,752,11,92,400,463,21177.27,14
1898,2022-11-11,326,100,92,401,261,138895.22,16
1899,2022-11-11,167,66,76,402,138,205657.38,11
1900,2022-11-11,633,3,48,402,498,82964.67,4
1901,2022-11-11,517,50,35,402,231,182464.02,20
1902,2022-11-11,899,64,164,400,663,134057.24,11
1903,2022-11-11,417,91,141,400,658,140934.11,18
1904,2022-11-11,829,65,12,401,308,7476.33,18
1905,2022-11-12,309,40,125,403,642,229984.29,11
1906,2022-11-12,726,41,154,402,598,200205.52,3
1907,2022-11-12,713,33,115,401,853,49871.1,14
1908,2022-11-12,209,28,184,400,917,22779.07,19
1909,2022-11-12,211,78,1,402,691,101800.87,17
1910,2022-11-12,422,17,117,403,768,233191.85,5
1911,2022-11-12,95,30,51,403,166,111299.81,8
1912,2022-11-12,480,76,81,400,870,158536.05,19
1913,2022-11-12,683,58,102,402,857,217187.07,11
1914,2022-11-12,376,33,75,403,99,154603.65,2
1915,2022-11-13,594,3,101,402,950,200786.37,10
1916,2022-11-13,386,62,58,400,114,145622.75,4
1917,2022-11-13,470,39,141,403,670,257917.7,9
1918,2022-11-13,647,72,89,401,267,102151.66,6
1919,2022-11-13,637,17,53,401,620,97350.66,5
1920,2022-11-14,50,71,26,402,990,198440.19,4
1921,2022-11-14,356,25,161,402,956,37873.62,12
1922,2022-11-14,809,13,137,401,283,23562.53,19
1923,2022-11-14,43,33,48,401,435,48790.36,15
1924,2022-11-15,648,6,172,401,342,72353.12,14
1925,2022-11-15,346,92,2,401,588,78057.6,2
1926,2022-11-16,54,30,92,400,333,151327.23,10
1927,2022-11-16,772,79,66,403,83,91151.64,19
1928,2022-11-16,295,15,84,403,279,75781.44,3
1929,2022-11-17,135,34,4,401,373,36654.94,7
1930,2022-11-17,599,75,32,403,156,319933.06,17
1931,2022-11-17,573,87,127,403,202,229115.46,13
1932,2022-11-17,869,80,175,400,465,192314.21,12
1933,2022-11-18,76,9,112,400,705,98481.88,6
1934,2022-11-18,393,77,157,400,357,7208.82,6
1935,2022-11-19,375,93,13,400,366,167346.9,2
1936,2022-11-19,367,75,24,402,884,190820.8,5
1937,2022-11-19,270,48,45,403,153,226375.46,16
1938,2022-11-19,725,14,32,401,324,12950.52,20
1939,2022-11-19,180,96,51,403,709,244452.17,13
1940,2022-11-19,581,73,46,402,940,138825.44,4
1941,2022-11-20,402,41,88,401,405,5846.38,8
1942,2022-11-20,43,51,170,402,76,197591.14,8
1943,2022-11-20,342,86,27,401,447,70953.46,17
1944,2022-11-21,7,81,106,400,406,79219.29,14
1945,2022-11-21,914,61,135,400,106,17406.77,20
1946,2022-11-21,151,57,4,403,941,97065.94,16
1947,2022-11-21,24,69,157,403,165,9021.61,1
1948,2022-11-22,743,46,52,403,33,248929.59,5
1949,2022-11-22,198,53,160,401,221,3419.24,1
1950,2022-11-22,900,70,65,402,673,141886.68,12
1951,2022-11-22,897,33,59,402,619,58765.7,12
1952,2022-11-22,877,10,45,402,915,69312.11,8
1953,2022-11-22,726,33,110,401,181,71148.39,9
1954,2022-11-23,151,77,156,403,119,258285.23,3
1955,2022-11-23,453,45,90,402,862,140523.54,10
1956,2022-11-23,442,95,1,400,580,153710.63,18
1957,2022-11-23,415,95,97,403,373,21986.08,15
1958,2022-11-23,370,22,132,403,301,312314.84,20
1959,2022-11-23,288,14,5,400,578,94984.94,12
1960,2022-11-24,372,50,97,400,399,186902.59,15
1961,2022-11-24,452,45,153,400,816,46163.88,8
1962,2022-11-24,283,62,19,403,646,307135.61,19
1963,2022-11-24,636,50,34,400,216,128450.46,10
1964,2022-11-24,359,59,28,400,665,167092.88,7
1965,2022-11-24,394,90,168,402,598,57894.31,18
1966,2022-11-25,19,88,145,400,194,157578.83,15
1967,2022-11-25,420,43,33,401,268,162138.83,20
1968,2022-11-25,426,8,187,403,111,181768.72,18
1969,2022-11-25,743,44,40,401,984,146229.65,17
1970,2022-11-25,940,25,197,401,989,111364.24,9
1971,2022-11-25,645,41,90,403,748,174718.55,12
1972,2022-11-26,278,76,50,400,934,164377.31,9
1973,2022-11-26,656,70,92,400,466,3790.04,14
1974,2022-11-26,20,96,78,401,100,121887.62,12
1975,2022-11-26,626,52,42,403,657,193864.37,9
1976,2022-11-27,515,25,71,403,529,47480.49,17
1977,2022-11-27,867,54,135,403,843,190289.04,16
1978,2022-11-28,287,19,197,400,468,109793.37,17
1979,2022-11-28,671,29,125,402,851,33516.46,14
1980,2022-11-29,299,60,37,401,401,55026.6,13
1981,2022-11-29,316,94,82,402,140,83143.32,7
1982,2022-11-29,175,3,96,400,478,156328.51,9
1983,2022-11-29,895,87,191,401,530,60323.77,20
1984,2022-11-29,320,20,77,400,64,191083.43,4
1985,2022-11-29,993,84,27,401,279,93860.47,3
1986,2022-11-29,310,29,14,401,960,117210.38,5
1987,2022-11-29,148,4,175,403,633,74812.59,9
1988,2022-11-29,410,30,20,400,80,7482.38,7
1989,2022-12-01,437,65,94,400,127,143551.76,6
1990,2022-12-01,836,25,192,400,690,172094.16,7
1991,2022-12-01,448,45,62,400,763,92699.24,20
1992,2022-12-01,756,57,54,400,300,109558.9,20
1993,2022-12-01,710,42,34,402,835,42409.66,3
1994,2022-12-01,703,53,182,402,29,41068.86,6
1995,2022-12-01,620,50,95,403,586,328486.87,3
1996,2022-12-01,492,91,166,401,165,27300.69,15
1997,2022-12-01,314,37,57,402,777,123631.33,10
1998,2022-12-01,492,59,31,400,542,46515.59,4
1999,2022-12-01,962,55,90,401,831,27336.05,13
2000,2022-12-01,721,56,1,403,987,326147.9,12
2001,2022-12-01,15,100,121,400,863,157715.61,8
2002,2022-12-01,709,7,4,402,675,45560.23,11
2003,2022-12-02,345,78,164,403,171,250032.2,10
2004,2022-12-02,1000,24,13,402,693,126424.36,11
2005,2022-12-02,534,27,182,403,175,144713.22,17
2006,2022-12-02,369,79,11,401,818,63689.75,14
2007,2022-12-02,844,93,35,402,214,5116.89,6
2008,2022-12-02,155,95,18,401,154,52882.8,19
2009,2022-12-02,382,18,15,403,90,36788.23,17
2010,2022-12-02,553,24,152,402,360,66720.29,16
2011,2022-12-02,417,1,120,400,693,66442.54,17
2012,2022-12-02,379,45,20,400,248,31394.53,19
2013,2022-12-02,449,63,79,400,650,155254.05,4
2014,2022-12-03,358,80,118,402,168,195334.28,13
2015,2022-12-03,898,15,183,400,643,134311.26,10
2016,2022-12-03,513,92,183,402,420,206975.86,14
2017,2022-12-03,290,69,10,400,169,176157.76,7
2018,2022-12-03,247,56,175,402,42,21115.39,8
2019,2022-12-03,130,63,96,400,860,6486.07,12
2020,2022-12-03,451,36,178,402,14,146646.04,7
2021,2022-12-03,941,97,19,403,416,249263.63,1
2022,2022-12-03,369,70,134,402,967,121195.82,20
2023,2022-12-03,634,22,187,402,367,107163.63,6
2024,2022-12-03,821,86,177,402,725,153327.05,4
2025,2022-12-03,101,75,75,402,256,77512.58,17
2026,2022-12-03,567,27,131,401,815,115279.43,18
2027,2022-12-04,652,56,89,401,798,29249.56,20
2028,2022-12-04,891,70,128,400,300,152440.77,7
2029,2022-12-04,158,34,51,401,723,127202.47,8
2030,2022-12-04,784,29,156,403,521,220427.89,4
2031,2022-12-04,689,54,62,402,260,157840.52,20
2032,2022-12-05,848,46,109,400,388,140445.62,15
2033,2022-12-05,218,10,126,403,852,238471.11,12
2034,2022-12-05,664,4,192,402,539,117509.07,16
2035,2022-12-05,402,62,128,401,694,138115.72,20
2036,2022-12-05,85,14,22,403,377,259321.08,4
2037,2022-12-05,359,71,184,402,517,79881.09,17
2038,2022-12-05,372,90,58,403,103,307369.62,5
2039,2022-12-05,284,50,164,403,718,215716.69,17
2040,2022-12-05,854,37,189,401,400,5119.91,11
2041,2022-12-06,51,86,51,402,285,158667.25,19
2042,2022-12-06,158,55,39,401,80,63406.42,9
2043,2022-12-06,197,19,130,400,661,139488.4,4
2044,2022-12-06,981,69,156,403,133,98636.34,18
2045,2022-12-06,62,99,106,403,608,315856.44,6
2046,2022-12-06,889,69,181,403,975,75915.19,4
2047,2022-12-06,285,32,30,401,420,23190.57,7
2048,2022-12-06,548,33,106,403,267,126770.27,13
2049,2022-12-06,438,67,36,402,677,63502.72,20
2050,2022-12-06,796,85,4,401,149,2622.06,10
2051,2022-12-06,77,31,76,400,651,73553.66,11
2052,2022-12-06,535,80,193,400,62,107663.99,11
2053,2022-12-06,898,88,13,401,64,141251.4,17
2054,2022-12-06,644,85,145,402,820,140009.69,19
2055,2022-12-06,839,57,125,401,73,168445.79,11
2056,2022-12-07,497,78,148,401,956,15413.0,17
2057,2022-12-07,908,16,106,401,244,173034.4,15
2058,2022-12-07,33,87,6,400,544,18481.23,10
2059,2022-12-07,830,38,125,401,656,147753.3,1
2060,2022-12-07,971,49,35,400,156,55365.53,9
2061,2022-12-07,51,60,180,400,74,154042.81,1
2062,2022-12-07,681,87,142,403,273,167601.39,16
2063,2022-12-07,604,17,103,402,989,81020.68,12
2064,2022-12-07,931,60,128,401,186,170890.6,11
2065,2022-12-07,4,71,150,403,165,85504.85,3
2066,2022-12-07,283,99,73,401,891,153192.13,8
2067,2022-12-07,253,80,91,402,95,4088.95,18
2068,2022-12-08,701,86,78,401,267,31836.03,1
2069,2022-12-08,934,34,174,403,842,167634.88,20
2070,2022-12-08,164,21,120,403,12,16472.81,3
2071,2022-12-08,329,88,97,401,749,9513.59,8
2072,2022-12-08,409,63,45,400,345,3711.88,6
2073,2022-12-08,64,56,72,401,617,175000.72,11
2074,2022-12-08,468,60,154,403,40,255378.44,9
2075,2022-12-08,244,100,179,403,741,131214.19,15
