hr_fact_id,date,employee_key,department_key,job_key,location_key,salary,attrition_flag
636,2019-01-12,192,22,809,901,100243,0
637,2015-11-05,193,38,809,906,65199,0
638,2016-06-02,193,38,803,906,75721,0
639,2022-01-10,194,19,810,904,56850,0
640,2022-07-09,194,21,808,901,67500,0
641,2023-05-05,194,21,808,901,70959,0
642,2018-09-03,195,10,801,903,88745,0
643,2019-06-30,195,10,801,903,92621,1
644,2018-03-11,196,25,806,907,53948,0
645,2019-01-05,196,25,808,907,62478,0
646,2019-09-02,196,36,804,907,72846,0
647,2019-05-01,197,13,810,901,62017,0
648,2020-10-22,197,22,809,901,70335,1
649,2020-12-13,198,37,810,907,60872,0
650,2021-09-09,198,37,801,909,76000,0
651,2022-11-03,198,37,801,909,80094,0
652,2024-01-27,198,37,807,909,90180,0
653,2025-07-20,198,37,800,909,104924,0
654,2018-08-26,199,18,809,905,75751,0
655,2020-02-17,199,18,806,905,75000,0
656,2022-06-15,200,35,800,909,76313,0
657,2023-12-07,200,35,806,909,75000,0
658,2024-07-04,200,35,806,909,78610,0
659,2025-01-30,200,35,806,909,83591,0
660,2021-05-31,201,22,804,907,71008,0
661,2022-06-25,201,22,804,907,82400,0
662,2023-06-20,201,25,805,907,99174,0
663,2024-05-15,201,25,804,907,105000,0
664,2023-11-11,202,14,803,904,60216,0
665,2018-05-26,203,33,804,906,71469,0
666,2018-12-22,203,33,803,906,82500,0
667,2020-02-15,203,33,803,906,87536,0
668,2018-12-26,204,19,801,908,93164,0
669,2020-06-18,204,19,801,908,99123,1
670,2017-01-24,205,38,803,903,58706,0
671,2017-10-21,205,38,800,903,72660,0
672,2011-05-13,206,30,806,901,51811,0
673,2012-02-07,206,30,809,901,60459,0
674,2013-04-02,206,36,802,901,74101,0
675,2014-01-27,206,36,800,901,83321,0
676,2014-10-24,206,36,800,901,87810,1
677,2020-03-19,207,26,806,900,53646,0
678,2021-09-10,207,26,806,900,55990,0
679,2022-05-08,207,26,806,900,58792,0
680,2022-11-04,207,26,809,900,71771,0
681,2024-02-27,207,26,806,900,75000,0
682,2024-12-23,207,26,806,900,79591,0
683,2018-10-04,208,10,801,908,104489,0
684,2019-08-30,208,13,809,908,105000,0
685,2020-07-25,208,13,809,908,110463,0
686,2021-05-21,208,34,810,908,90000,0
687,2021-11-17,208,34,810,908,95410,0
688,2010-12-18,209,20,810,902,62655,0
689,2012-04-11,209,20,804,902,71358,0
690,2012-10-08,209,20,809,902,87228,0
691,2014-01-31,209,20,807,902,107811,0
692,2014-08-18,210,15,808,904,41378,0
693,2015-04-15,210,15,808,904,43705,0
694,2016-06-08,210,15,808,904,44979,0
695,2017-10-01,210,15,808,904,47350,0
696,2018-06-28,210,15,804,904,56000,0
697,2019-09-21,210,15,801,904,76000,0
698,2016-03-09,211,38,807,903,85008,0
699,2011-02-09,212,19,808,906,40986,0
700,2011-10-07,212,19,803,906,47191,0
701,2012-10-31,212,19,802,906,57423,0
702,2013-06-28,212,34,800,906,63205,0
703,2023-06-15,213,35,807,901,78699,0
704,2024-06-09,213,35,807,901,81860,0
705,2017-11-28,214,11,800,908,70491,0
706,2018-10-24,214,11,800,908,75044,0
707,2020-04-16,214,11,800,908,77259,0
708,2021-08-09,214,11,803,908,82500,0
709,2013-03-20,215,28,808,904,42003,0
710,2013-09-16,215,28,804,904,56000,0
711,2014-09-11,215,28,804,904,59907,0
712,2015-08-07,215,28,804,904,62573,1
713,2010-04-26,216,40,802,906,58748,0
714,2011-01-21,216,40,802,906,60308,0
715,2017-01-08,217,26,809,902,64724,1
716,2019-01-15,218,22,800,904,79068,0
717,2020-04-09,218,22,800,901,94825,0
718,2021-04-04,218,22,801,900,112091,0
719,2022-01-29,218,29,801,900,134438,0
720,2023-01-24,218,29,801,900,137831,0
721,2024-06-17,218,29,801,900,142535,1
722,2018-04-24,219,16,807,909,79895,1
723,2021-09-29,220,21,803,906,52748,0
724,2022-03-28,220,21,803,906,63468,0
725,2022-09-24,220,21,803,906,67615,0
726,2023-12-18,220,21,803,906,69471,0
727,2024-07-15,220,21,803,906,71121,1
728,2012-03-09,221,30,804,903,69394,1
729,2020-02-24,222,11,807,901,90324,0
730,2020-08-22,222,11,807,901,93757,0
731,2021-12-15,222,11,801,902,104468,0
732,2021-11-30,223,20,802,905,70128,0
733,2023-02-23,223,20,801,906,81060,0
734,2024-03-19,223,20,806,906,75000,0
735,2025-09-10,223,40,802,906,90331,0
736,2017-03-13,224,25,809,909,72497,0
737,2017-11-08,224,25,809,909,76771,0
738,2019-02-01,224,25,810,909,90000,0
739,2020-02-26,224,25,810,909,92308,1
740,2014-05-12,225,12,800,904,77324,0
741,2014-11-08,225,12,800,904,81491,0
742,2016-05-01,225,12,800,904,86069,0
743,2017-01-26,225,12,800,904,90673,1
744,2017-04-27,226,32,808,909,41357,0
745,2018-08-20,226,32,808,909,43180,0
746,2019-12-13,226,32,808,909,44874,0
747,2021-02-05,226,32,808,909,47146,0
748,2021-08-04,226,32,808,909,48458,1
749,2015-07-08,227,12,802,907,62668,0
750,2016-06-02,227,12,802,907,64079,0
751,2017-02-27,227,24,806,907,74363,0
752,2018-05-23,227,25,807,907,86786,0
753,2010-07-30,228,23,806,900,50571,0
754,2015-01-14,229,40,809,909,71925,1
755,2022-08-26,230,30,803,907,59953,0
756,2023-07-22,230,30,803,907,63599,0
757,2024-08-15,230,30,809,907,75682,0
758,2025-09-09,230,30,810,907,85767,0
759,2021-11-08,231,26,808,905,46818,0
760,2022-05-07,231,26,808,905,48907,0
761,2023-09-29,231,26,808,905,50885,1
762,2015-12-18,232,16,803,901,59732,0
763,2016-12-12,232,23,803,909,72127,0
764,2017-07-10,232,23,803,909,75194,0
765,2018-11-02,232,23,808,909,67500,0
766,2019-05-01,232,23,806,909,75000,0
767,2015-08-13,233,15,809,902,64449,0
768,2016-12-05,233,15,809,902,68582,0
769,2018-01-29,233,15,809,902,71389,0
770,2019-04-24,233,15,809,902,75538,0
771,2020-02-18,233,15,805,906,94088,0
772,2021-05-13,233,15,805,906,99490,0
773,2015-01-18,234,37,808,905,46906,0
774,2016-03-13,234,37,808,905,48315,0
775,2017-06-06,234,37,808,905,50939,0
776,2018-09-29,234,27,810,905,63484,0
777,2019-08-25,234,27,810,905,67168,0
778,2020-10-18,234,27,809,905,83382,1
779,2012-04-09,235,35,806,900,50227,0
780,2012-10-06,235,34,800,900,60299,0
781,2013-08-02,235,34,800,900,61946,1
782,2014-12-16,236,16,804,908,63452,0
783,2016-01-10,236,16,810,908,76835,0
784,2017-03-05,236,16,808,908,67500,0
785,2018-06-28,236,16,806,908,75000,0
786,2019-05-24,236,16,806,908,76701,0
787,2020-10-15,236,16,809,908,94367,1
788,2020-01-22,237,21,810,909,60559,0
789,2021-04-16,237,31,803,902,69287,0
790,2022-09-08,237,18,806,909,75000,0
791,2023-07-05,237,14,807,909,90484,0
792,2024-09-27,237,14,810,909,90000,0
793,2025-12-21,237,14,801,909,109584,0
794,2018-09-17,238,35,801,908,88528,0
795,2019-11-11,238,35,801,908,102020,0
796,2020-10-06,238,35,803,908,82500,0
797,2021-11-30,238,35,803,908,88197,0
798,2022-05-29,238,35,805,908,102912,0
799,2010-11-13,239,31,800,905,73220,0
800,2012-05-06,239,31,800,905,76097,1
801,2012-08-31,240,10,804,908,74509,0
802,2013-07-27,240,38,808,908,67500,0
803,2014-06-22,240,38,801,908,76000,0
804,2014-12-19,240,38,801,908,78320,0
805,2016-04-12,240,38,801,908,83273,0
806,2017-04-07,240,38,801,908,85794,0
807,2011-11-23,241,30,806,901,52468,0
808,2012-07-20,241,15,805,901,72000,0
809,2013-09-13,241,15,803,901,82500,0
810,2014-09-08,241,10,800,901,95570,0
811,2015-12-02,241,10,809,901,105000,0
812,2017-01-25,241,34,810,901,90000,0
813,2023-07-26,242,10,810,907,55875,0
814,2024-04-21,242,10,806,907,68140,0
815,2025-08-14,242,10,810,907,84019,0
816,2010-06-18,243,27,800,908,69620,0
817,2010-12-15,243,27,809,903,80697,0
818,2012-05-08,243,27,809,903,85239,1
819,2011-06-05,244,37,810,908,55709,0
820,2012-01-31,244,35,804,908,62903,0
821,2012-07-29,244,35,804,908,67093,0
822,2013-09-22,244,35,808,908,67500,1
823,2015-12-25,245,25,809,905,67999,0
824,2017-04-18,245,25,809,905,69699,0
825,2018-07-12,245,25,803,905,79991,0
826,2019-05-08,245,25,803,905,82200,0
827,2020-07-31,245,20,805,905,102240,0
828,2021-04-27,245,20,805,905,107560,0
829,2014-06-18,246,31,802,905,69912,0
830,2015-07-13,246,30,804,905,82009,0
831,2016-05-08,246,30,804,905,84223,1
832,2010-02-16,247,33,804,901,73183,0
833,2010-08-15,247,33,804,901,76957,1
834,2017-09-15,248,34,806,909,47127,0
835,2018-03-14,248,34,808,909,58159,0
836,2018-11-09,248,34,803,909,71751,0
837,2019-07-07,248,34,808,903,67500,0
838,2020-12-28,248,34,808,903,71159,0
839,2011-01-16,249,24,802,902,60828,0
840,2012-04-10,249,24,802,902,64987,0
841,2013-09-02,249,24,802,902,69338,0
842,2014-03-01,249,17,807,903,78682,0
843,2015-04-25,249,17,807,903,81676,1
844,2015-09-09,250,11,800,905,69048,0
845,2016-11-02,250,11,800,905,71373,0
846,2018-03-27,250,11,808,905,67500,0
847,2019-06-20,250,11,808,905,71669,0
848,2023-04-21,251,39,806,903,50163,0
849,2024-03-16,251,39,806,903,52031,0
850,2025-09-07,251,39,809,903,57285,1
851,2019-02-13,252,30,808,904,42403,0
852,2010-12-21,253,29,805,901,92899,0
853,2011-12-16,253,29,805,901,98102,1
854,2013-07-01,254,25,807,903,86543,0
855,2014-10-24,254,25,807,903,88370,0
856,2015-04-22,254,25,809,909,99342,0
857,2015-12-18,254,25,804,909,105000,0
858,2017-03-12,254,25,804,909,111712,0
859,2018-08-04,254,25,804,909,115529,1
860,2011-02-28,255,29,807,907,91244,0
861,2011-10-26,255,29,806,907,75000,1
862,2021-05-12,256,26,810,904,56012,0
863,2022-09-04,256,22,807,904,68000,0
864,2023-04-02,256,22,808,904,67500,0
865,2023-11-28,256,22,808,904,69448,0
866,2025-02-20,256,25,808,904,67500,1
867,2012-06-22,257,38,800,906,75330,0
868,2013-05-18,257,38,800,906,79464,0
869,2014-05-13,257,38,807,906,96821,0
870,2015-10-05,257,38,807,906,102810,0
871,2016-12-28,257,38,802,906,97500,0
872,2010-09-19,258,38,809,908,68721,0
873,2011-06-16,258,10,800,908,81551,0
874,2012-03-12,258,10,800,908,84470,1
875,2019-06-16,259,23,802,909,61797,0
876,2023-11-23,260,21,809,909,66857,0
877,2025-03-17,260,21,803,909,77686,0
878,2015-10-04,261,25,808,904,49396,0
879,2016-12-27,261,25,806,904,59787,0
880,2018-05-21,261,25,802,904,66665,0
881,2019-11-12,261,40,810,904,80399,0
882,2021-05-05,261,40,802,904,94127,0
883,2019-07-28,262,29,801,900,99265,0
884,2020-07-22,262,29,801,900,103836,0
885,2021-12-14,262,29,801,900,106211,0
886,2023-12-09,263,25,810,907,54128,0
887,2025-04-02,263,25,810,907,56612,0
888,2019-03-29,264,26,809,908,72778,0
889,2023-02-06,265,11,810,905,56871,0
890,2023-08-05,265,11,810,905,58255,0
891,2019-01-16,266,31,805,906,88298,0
892,2019-10-13,266,31,801,906,109302,0
893,2020-12-06,266,31,801,906,113390,0
894,2021-10-02,266,31,803,902,82500,0
895,2016-01-02,267,27,801,901,95060,0
896,2016-11-27,267,27,801,901,100777,0
897,2017-09-23,267,27,801,901,106889,0
898,2018-12-17,267,27,807,901,127500,0
899,2020-06-09,267,27,807,901,127500,0
900,2013-07-09,268,12,804,906,71871,0
901,2023-03-01,269,35,803,905,54036,0
902,2024-01-25,269,19,800,905,65120,0
903,2024-08-22,269,19,802,905,76286,0
904,2025-06-18,269,33,810,903,90000,0
905,2011-10-21,270,16,803,903,58699,0
906,2012-09-15,270,40,801,903,76000,1
907,2017-08-05,271,40,808,900,48132,1
908,2021-03-10,272,25,805,909,96637,0
909,2022-04-04,272,28,808,908,67500,0
910,2023-09-26,272,28,808,908,67500,0
911,2025-03-19,272,28,801,908,81319,0
912,2025-09-15,272,28,801,908,84488,1
913,2021-10-19,273,29,805,904,84368,0
914,2022-08-15,273,29,807,906,104935,0
915,2023-05-12,273,29,805,906,121174,0
916,2018-09-19,274,31,809,903,74398,0
917,2020-02-11,274,31,803,902,82500,1
918,2021-03-23,275,23,802,907,60248,1
919,2018-10-19,276,33,808,905,47567,0
920,2019-08-15,276,15,809,904,56000,0
921,2020-09-08,276,15,809,904,57389,0
922,2022-01-31,276,15,805,904,72000,0
923,2022-12-27,276,15,801,904,82991,0
924,2021-03-14,277,30,810,908,56094,0
925,2022-09-05,277,30,805,908,72000,0
926,2023-04-03,277,30,804,908,84208,0
927,2024-07-26,277,30,804,908,87312,0
928,2025-11-18,277,30,804,908,90825,1
929,2019-08-25,278,20,802,903,62575,0
930,2019-08-31,279,29,804,906,66797,0
931,2020-09-24,279,29,804,906,71268,0
932,2022-02-16,279,10,807,903,82820,0
933,2013-07-18,280,16,801,902,93043,0
934,2014-02-13,280,22,807,902,110001,0
935,2014-09-11,280,22,809,902,105000,0
936,2022-02-12,281,33,803,904,54374,0
937,2022-10-10,281,33,802,904,60044,0
938,2013-04-02,282,37,807,908,92392,0
939,2014-05-27,282,37,808,908,67500,0
940,2015-09-19,282,37,808,908,70318,0
941,2017-01-11,282,37,808,908,72813,1
942,2015-08-29,283,17,808,901,44476,0
943,2016-07-24,283,36,802,901,52000,0
944,2017-03-21,283,36,807,901,68000,0
945,2018-09-12,283,36,800,901,82611,0
946,2011-12-20,284,21,808,903,44205,0
947,2021-12-26,285,17,806,902,52149,0
948,2023-04-20,285,30,806,902,59089,0
949,2024-10-11,285,30,806,902,62082,0
950,2012-02-16,286,19,804,908,74323,0
951,2013-02-10,286,30,801,908,83788,0
952,2014-03-07,286,30,809,908,98350,0
953,2014-09-03,286,24,801,908,112346,0
954,2015-05-31,286,24,800,908,112500,0
955,2016-11-21,286,24,805,908,131574,1
956,2020-01-22,287,18,800,906,68570,0
957,2021-02-15,287,18,804,903,83832,0
958,2021-03-02,288,33,803,900,51690,0
959,2022-07-25,288,33,803,900,54070,0
960,2023-04-21,288,33,810,900,67272,0
961,2024-09-12,288,33,810,900,70369,0
962,2023-11-23,289,19,810,903,58325,0
963,2024-05-21,289,19,810,903,60126,0
964,2024-12-17,289,18,806,903,69065,0
965,2025-12-12,289,18,806,903,70477,0
966,2016-02-29,290,32,807,909,79134,0
967,2017-08-22,290,32,802,909,92981,0
968,2019-02-13,290,32,802,909,95118,0
969,2020-06-07,290,17,808,909,67500,0
970,2021-08-01,290,17,808,909,71403,0
971,2013-09-13,291,10,803,906,53439,0
972,2014-05-11,291,10,800,906,62673,0
973,2015-10-03,291,10,809,906,70694,0
974,2016-07-29,291,10,809,906,74224,0
975,2021-08-02,292,26,801,902,94038,0
976,2022-05-29,292,26,807,902,103451,0
977,2013-12-20,293,37,809,905,73864,0
978,2023-09-23,294,31,801,908,101061,0
979,2024-06-19,294,19,807,908,122774,0
980,2025-10-12,294,36,801,908,142500,0
981,2016-11-27,295,13,803,907,51607,0
982,2010-10-13,296,36,810,906,61895,0
983,2011-12-07,296,36,810,906,64959,0
984,2012-06-04,296,39,809,906,78449,0
985,2013-06-29,296,39,809,906,83281,0
986,2014-07-24,296,39,809,906,85199,0
987,2012-02-20,297,36,806,905,52942,0
988,2012-08-18,297,36,806,905,54704,0
989,2013-02-14,297,36,806,905,58080,0
990,2013-09-12,297,36,806,905,62031,0
991,2014-04-10,297,26,803,905,73181,0
992,2015-07-04,297,26,803,905,75299,1
993,2019-09-19,298,33,806,901,52662,0
994,2020-12-12,298,33,807,902,68000,0
995,2022-02-05,298,33,805,902,81506,0
996,2023-01-01,298,33,805,902,85377,0
997,2023-11-27,298,33,805,902,88844,0
998,2022-07-01,299,29,805,903,91136,0
999,2023-03-28,299,40,808,903,67500,0
1000,2024-03-22,299,40,800,903,84202,0
1001,2025-01-16,299,40,803,903,82500,0
1002,2014-09-13,300,26,808,908,45636,0
1003,2015-12-07,300,18,800,908,60000,0
1004,2017-03-01,300,22,804,908,73299,0
1005,2022-03-21,301,33,801,905,100565,0
1006,2022-11-16,301,30,809,905,105000,0
1007,2024-04-09,301,30,809,905,109103,0
1008,2025-10-01,301,30,805,905,125707,0
1009,2023-08-05,302,37,810,909,65143,0
1010,2024-11-27,302,37,810,909,67691,0
1011,2010-12-12,303,20,800,908,75973,0
1012,2011-11-07,303,20,803,908,82500,0
1013,2012-12-01,303,20,803,908,86522,0
1014,2013-06-29,303,20,804,909,105000,0
1015,2014-11-21,303,20,806,909,75000,0
1016,2010-03-18,304,25,802,908,61075,0
1017,2011-03-13,304,25,802,908,62895,0
1018,2012-08-08,305,17,808,903,41144,0
1019,2014-01-30,305,31,810,903,50961,0
1020,2014-12-26,305,31,805,903,72000,0
1021,2015-08-23,305,31,805,903,75658,0
1022,2017-02-13,305,31,802,903,88222,0
1023,2018-06-08,305,40,801,903,98531,0
1024,2022-11-29,306,20,800,901,72076,0
1025,2023-12-24,306,27,803,901,82500,0
1026,2024-10-19,306,32,809,901,99782,1
1027,2017-06-09,307,26,810,900,57065,0
1028,2017-12-06,307,26,809,900,65093,0
1029,2018-07-04,307,26,804,900,78075,0
1030,2019-01-30,307,26,810,900,90000,0
1031,2020-06-23,307,26,805,903,105542,0
1032,2016-10-27,308,39,808,900,40857,0
1033,2017-12-21,308,21,807,900,68000,0
1034,2018-11-16,308,21,807,900,70163,0
1035,2020-01-10,308,21,800,900,83765,0
1036,2010-06-21,309,17,804,902,67785,0
1037,2011-06-16,309,17,804,902,69438,0
1038,2012-06-10,309,17,810,902,82760,0
1039,2013-03-07,309,17,806,902,75000,0
1040,2014-05-01,309,17,810,902,84058,0
1041,2015-10-16,310,39,808,902,44370,0
1042,2017-04-08,310,39,809,902,56000,0
1043,2018-08-31,310,10,805,902,72000,0
1044,2018-10-23,311,24,804,904,65127,0
1045,2019-07-20,311,24,802,904,71895,0
1046,2020-10-12,311,10,803,904,82500,0
1047,2022-03-06,311,10,803,904,84703,0
1048,2011-12-15,312,21,810,902,64225,0
1049,2013-01-08,312,34,802,902,72509,0
1050,2013-11-04,312,34,802,902,74766,0
1051,2015-02-27,312,34,802,902,79094,0
1052,2016-07-20,313,37,807,909,84829,0
1053,2017-06-15,313,37,807,909,90290,0
1054,2017-03-23,314,29,800,906,78303,0
1055,2018-03-18,314,29,800,906,82775,0
1056,2019-06-11,314,29,810,906,90000,0
1057,2020-07-05,314,27,800,906,110850,0
1058,2014-01-12,315,22,808,908,47386,1
1059,2016-10-11,316,24,804,906,75381,0
1060,2018-04-04,316,24,804,906,78627,0
1061,2010-05-07,317,39,809,900,72659,0
1062,2011-01-02,317,39,810,909,84847,0
1063,2012-05-26,317,39,806,909,75000,0
1064,2015-07-27,318,12,807,904,82009,0
1065,2016-11-18,318,12,807,904,86915,0
1066,2014-09-04,319,12,801,901,98918,0
1067,2015-12-28,319,12,808,901,67500,0
1068,2017-03-22,319,12,808,901,70128,0
1069,2018-03-17,319,12,802,901,86736,0
1070,2018-11-12,319,12,802,901,97500,0
1071,2019-09-08,319,12,802,901,104134,0
1072,2021-11-30,320,13,802,902,70985,0
1073,2022-05-29,320,13,802,902,73303,0
1074,2023-06-23,320,38,807,902,86609,0
1075,2024-03-19,320,38,807,902,101164,0
1076,2024-09-15,320,38,808,902,67500,0
1077,2025-06-12,320,38,802,900,74807,1
1078,2014-04-24,321,19,809,905,75885,0
1079,2014-10-21,321,31,802,905,85309,0
1080,2016-01-14,321,31,808,905,67500,0
1081,2016-07-12,321,31,804,905,77518,0
1082,2018-01-03,321,31,808,904,67500,0
1083,2020-04-26,322,26,806,903,51958,0
1084,2021-07-20,322,26,809,903,62841,0
1085,2022-08-14,322,26,809,903,65998,0
1086,2024-02-05,322,26,809,903,68265,0
1087,2025-04-30,322,26,809,903,70516,0
1088,2018-05-01,323,39,805,902,92057,0
1089,2019-05-26,323,39,810,902,90000,0
1090,2020-02-20,323,39,810,902,96206,0
1091,2020-08-18,323,37,807,902,114852,0
1092,2021-11-11,323,37,807,902,119526,1
1093,2023-06-15,324,35,808,903,40601,0
1094,2024-03-11,324,35,808,903,41929,0
1095,2024-10-07,324,35,808,905,49581,1
1096,2020-12-04,325,29,809,900,74648,0
1097,2021-08-31,325,29,805,900,92439,0
1098,2022-02-27,325,29,805,900,96513,0
1099,2023-06-22,325,29,808,900,67500,0
1100,2014-05-09,326,19,808,909,47024,0
1101,2010-10-24,327,10,808,903,45696,0
1102,2011-09-19,327,10,808,903,48638,0
1103,2012-08-14,327,22,802,903,55547,0
1104,2013-04-11,327,35,806,903,62662,0
1105,2014-09-03,327,35,806,903,66139,0
1106,2010-10-05,328,25,801,903,92560,0
1107,2011-08-01,328,25,804,903,104245,0
1108,2012-02-27,328,25,800,905,112500,0
1109,2013-03-23,328,25,800,905,117695,0
1110,2011-04-09,329,34,802,901,69187,0
1111,2012-06-02,329,34,802,901,71029,0
1112,2013-10-25,329,34,806,900,75000,0
1113,2011-01-09,330,20,801,907,102394,0
1114,2011-08-07,330,34,810,907,90000,0
1115,2012-05-03,330,34,803,907,82500,0
1116,2013-08-26,330,40,802,907,92699,0
1117,2014-10-20,330,40,808,904,67500,0
1118,2011-03-09,331,12,802,904,66472,0
1119,2012-02-02,331,12,800,904,74416,0
1120,2015-03-24,332,12,800,906,73378,0
1121,2016-08-15,332,12,809,906,87644,0
1122,2017-07-11,332,12,803,906,82500,0
1123,2019-01-02,332,12,803,906,86492,1
1124,2012-12-01,333,13,807,907,81776,0
1125,2014-03-26,333,13,807,907,85314,0
1126,2014-12-21,333,13,807,907,87633,0
1127,2016-03-15,333,13,805,907,101550,0
1128,2017-09-06,333,13,805,907,105229,0
1129,2018-10-01,333,13,807,907,117533,1
1130,2017-12-26,334,28,809,902,70111,0
1131,2018-12-21,334,28,809,902,74306,0
1132,2019-11-16,334,28,801,902,90568,0
1133,2013-05-25,335,17,809,908,65226,0
1134,2014-06-19,335,17,805,908,73785,0
1135,2011-04-19,336,27,805,903,84115,0
1136,2012-08-11,336,29,809,903,103083,0
1137,2013-10-05,336,29,807,901,116115,0
1138,2015-01-28,336,29,807,901,122915,0
1139,2016-01-23,336,36,810,909,90000,0
1140,2020-05-20,337,34,800,902,77413,0
1141,2021-06-14,337,34,806,902,75000,0
1142,2022-05-10,337,34,810,902,85926,0
1143,2023-04-05,337,34,810,902,90148,0
1144,2024-06-28,337,34,810,902,93772,0
1145,2025-02-23,337,34,810,902,95940,0
1146,2012-10-09,338,32,800,908,79811,0
1147,2023-10-20,339,37,804,900,66293,1
1148,2014-08-15,340,30,806,905,52117,0
1149,2015-08-10,340,14,808,906,58979,0
1150,2016-07-05,340,14,808,906,60613,0
1151,2017-10-28,340,33,800,906,67326,0
1152,2019-02-20,340,33,802,906,74913,0
1153,2018-12-10,341,39,809,906,71725,0
1154,2020-01-04,341,39,808,906,67500,0
1155,2020-12-29,341,39,808,906,70800,0
1156,2022-05-23,341,39,808,906,67500,0
1157,2022-11-19,341,39,808,906,70767,0
1158,2024-04-12,341,39,809,908,82955,0
1159,2011-09-01,342,26,807,901,85397,0
1160,2012-11-24,342,26,807,901,102015,0
1161,2014-03-19,342,26,807,901,108126,0
1162,2018-01-20,343,38,800,905,75525,0
1163,2018-07-19,343,38,808,905,67500,0
1164,2019-06-14,343,38,808,905,71544,0
1165,2020-04-09,343,38,809,905,86740,0
1166,2020-10-06,343,38,809,905,90982,0
1167,2012-02-06,344,19,810,909,54327,0
1168,2016-08-14,345,26,802,901,69568,1
1169,2022-11-17,346,29,802,904,62077,0
1170,2023-09-13,346,29,801,904,76000,0
1171,2025-01-05,346,29,802,904,86578,0
1172,2023-05-01,347,20,800,901,82010,0
1173,2024-07-24,347,20,800,901,84282,0
1174,2025-08-18,347,20,800,901,87707,0
1175,2010-03-21,348,24,810,902,56530,0
1176,2011-08-13,348,24,810,902,57814,1
1177,2018-12-10,349,15,800,907,73481,1
1178,2011-10-07,350,17,808,906,46651,0
1179,2012-10-01,350,17,802,906,55027,0
1180,2014-03-25,350,17,810,906,63135,0
1181,2014-10-21,350,17,810,906,66409,0
1182,2016-02-28,351,37,810,904,58019,0
1183,2016-12-24,351,37,810,904,59920,0
1184,2018-03-19,351,37,810,904,72644,0
1185,2018-12-14,351,27,810,900,87430,0
1186,2019-07-12,351,27,801,900,103061,0
1187,2017-01-16,352,16,804,900,63331,0
1188,2017-08-14,352,16,809,900,75901,0
1189,2018-12-07,352,16,801,900,84474,0
1190,2011-12-18,353,35,809,902,75544,0
1191,2013-05-11,353,35,804,902,88389,0
1192,2014-03-07,353,35,804,902,93216,0
1193,2015-06-30,353,35,804,902,96587,0
1194,2016-02-25,353,35,804,902,99857,0
1195,2016-08-23,353,36,805,902,124760,1
1196,2014-10-20,354,39,807,903,86875,0
1197,2013-11-21,355,13,807,902,85690,0
1198,2014-11-16,355,13,810,902,90000,0
1199,2015-05-15,355,13,809,907,105000,0
1200,2016-01-10,355,13,809,907,107104,0
1201,2016-07-08,355,13,809,907,110672,0
1202,2017-11-30,355,13,806,907,75000,0
1203,2022-01-08,356,22,806,901,50401,0
1204,2022-07-07,356,22,807,901,68000,0
1205,2023-06-02,356,22,807,901,70722,0
1206,2024-09-24,356,22,807,901,74424,0
1207,2011-03-17,357,12,805,907,94688,0
1208,2012-01-11,357,12,805,907,97417,0
1209,2012-07-09,357,12,805,907,102583,0
1210,2013-05-05,357,12,805,907,109232,0
1211,2014-08-28,357,12,805,907,114073,0
1212,2012-04-13,358,14,803,900,51624,0
1213,2013-09-05,358,14,803,900,53272,0
1214,2014-08-31,358,14,808,900,63740,0
1215,2016-02-22,358,35,800,900,70468,0
1216,2016-05-24,359,35,803,908,54542,0
1217,2019-08-11,360,33,802,909,61528,0
1218,2020-03-08,360,39,802,909,72192,0
1219,2020-09-04,360,11,810,909,80824,0
1220,2022-02-26,360,11,809,909,90975,0
1221,2022-09-24,360,35,809,909,105000,0
1222,2018-07-05,361,22,810,905,55449,0
1223,2019-10-28,361,22,802,905,63668,0
1224,2020-04-25,361,34,805,905,72000,0
1225,2021-09-17,361,34,802,901,83937,0
1226,2023-03-11,361,34,802,901,88186,0
1227,2024-09-01,361,39,807,909,98072,0
1228,2014-12-31,362,32,807,902,80004,0
1229,2016-04-24,362,32,807,902,92949,0
1230,2016-10-21,362,36,807,902,110777,0
1231,2017-09-16,362,26,808,902,67500,0
1232,2016-06-15,363,26,808,903,44677,0
1233,2017-10-08,363,26,808,903,46188,0
1234,2018-07-05,363,26,802,903,55554,1
1235,2015-06-09,364,39,810,900,54648,0
1236,2016-05-04,364,39,806,900,62173,1
1237,2014-02-17,365,33,801,900,103072,0
1238,2020-12-19,366,25,800,908,69240,0
1239,2021-09-15,366,25,800,908,72676,0
1240,2010-03-28,367,33,803,905,52030,0
1241,2010-10-24,367,33,801,903,76000,0
1242,2011-05-22,367,33,807,903,84219,0
1243,2012-08-14,367,33,806,905,75000,0
1244,2018-12-06,368,14,805,900,93459,0
1245,2019-06-04,368,14,801,905,114744,1
1246,2011-07-13,369,15,809,909,75678,0
1247,2012-10-05,369,15,809,909,80426,0
1248,2013-05-03,369,15,808,909,67500,0
1249,2010-01-22,370,33,800,906,78542,0
1250,2010-10-19,370,33,806,906,75000,0
1251,2011-06-16,370,33,806,906,79868,0
1252,2018-12-20,371,25,800,908,68004,1
1253,2016-12-01,372,35,807,901,84191,0
1254,2017-08-28,372,35,800,901,101363,0
1255,2018-07-24,372,31,810,901,90000,0
1256,2019-12-16,372,24,809,901,105000,1
1257,2012-07-17,373,15,806,905,51268,0
